2025-05-29 19:37:16.306630 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-29 19-37-16.txt'. [1.19 ms]
2025-05-29 19:37:16.669257 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-05-29 19-37-16.txt'. [17.8 ms]
2025-05-29 19:37:16.711207 ; AssemblyData   ; Debug       ; Loaded mscorlib. [500 ns]
2025-05-29 19:37:16.777817 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-05-29 19:37:16.789220 ; VariableExpander ; Debug       ; Initialized variable expander:
2025-05-29 19:37:16.797943 ; Installation   ; Debug       ; BT2202a                  - 0.2.0-alpha
2025-05-29 19:37:16.797943 ; Installation   ; Debug       ; OpenTAP                  - 9.27.1+49587562
2025-05-29 19:37:16.797943 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
2025-05-29 19:37:16.797943 ; Package        ; Debug       ; Package preprocessing completed. [11.9 ms]
2025-05-29 19:37:16.801235 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-05-29 19:37:16.813358 ; Searcher       ; Warning     ; Multiple assemblies of different versions named Microsoft.Bcl.AsyncInterfaces exists 
2025-05-29 19:37:16.813358 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.46214
2025-05-29 19:37:16.813358 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Microsoft.Bcl.AsyncInterfaces.1.0.0.0\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.56404
2025-05-29 19:37:16.814363 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Buffers exists 
2025-05-29 19:37:16.814363 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Buffers.dll version: 4.6.26515.06
2025-05-29 19:37:16.814363 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Buffers.4.0.3.0\System.Buffers.dll version: 4.6.28619.01
2025-05-29 19:37:16.814363 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Memory exists 
2025-05-29 19:37:16.815405 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Memory.dll version: 4.6.27617.02
2025-05-29 19:37:16.815405 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Memory.4.0.1.1\System.Memory.dll version: 4.6.28619.01
2025-05-29 19:37:16.816534 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Runtime.CompilerServices.Unsafe exists 
2025-05-29 19:37:16.816534 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.19.46214
2025-05-29 19:37:16.816534 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Runtime.CompilerServices.Unsafe.4.0.6.0\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.20.12001
2025-05-29 19:37:16.816534 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Encodings.Web exists 
2025-05-29 19:37:16.816534 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Encodings.Web.dll version: 4.700.19.46214
2025-05-29 19:37:16.817794 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Encodings.Web.4.0.5.1\System.Text.Encodings.Web.dll version: 4.700.21.11602
2025-05-29 19:37:16.817794 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Json exists 
2025-05-29 19:37:16.817794 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Json.dll version: 4.700.19.46214
2025-05-29 19:37:16.817794 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Json.4.0.1.2\System.Text.Json.dll version: 4.700.20.21406
2025-05-29 19:37:16.818810 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Threading.Tasks.Extensions exists 
2025-05-29 19:37:16.818810 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Threading.Tasks.Extensions.dll version: 4.6.27129.04
2025-05-29 19:37:16.818810 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Threading.Tasks.Extensions.4.2.0.1\System.Threading.Tasks.Extensions.dll version: 4.6.28619.01
2025-05-29 19:37:16.825049 ; Searcher       ; Debug       ; Ordered 39 assemblies according to references. [13.4 ms]
2025-05-29 19:37:16.880863 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-05-29 19:37:16.880863 ; Package        ; Information ; Satisfying assembly reference to System.Text.Json by adding dependency on package OpenTAP
2025-05-29 19:37:16.880863 ; Package        ; Warning     ; Version of System.Text.Json in OpenTAP is different from the version referenced in this package (4.0.0.0 vs 4.0.1.2).
2025-05-29 19:37:16.880863 ; Package        ; Warning     ; Consider changing your version of System.Text.Json to 4.0.1.2 to match that in OpenTAP.
2025-05-29 19:37:16.880863 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-05-29 19:37:16.880863 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.1+49587562
2025-05-29 19:37:16.887717 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\cesar\AppData\Local\Temp\hxduu1k4.lkj'
2025-05-29 19:37:16.890008 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [975 us]
2025-05-29 19:37:16.894054 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-05-29 19:37:17.266662 ; Package        ; Information ; Updated assembly version info using Mono method. [376 ms]
2025-05-29 19:37:17.270695 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-05-29 19:37:17.272697 ; Package        ; Information ; Package action IncludePackageDependencies completed [1.96 ms]
2025-05-29 19:37:17.337280 ; Package        ; Information ; Package action FileHashPackageAction completed [64.5 ms]
2025-05-29 19:37:17.337280 ; Package        ; Information ; Creating OpenTAP package.
2025-05-29 19:37:17.350540 ; Package        ; Debug       ; Compressed 'C:\Users\cesar\AppData\Local\Temp\hxduu1k4.lkj\Versioned\BT2202a.dll' [9.67 ms]
2025-05-29 19:37:17.398087 ; Package        ; Debug       ; Verifying package integrity...
2025-05-29 19:37:17.422706 ; Package        ; Debug       ; Verified metadata integrity. [24.2 ms]
2025-05-29 19:37:17.422706 ; Package        ; Debug       ; Verified archive integrity. [24.4 ms]
2025-05-29 19:37:17.424714 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-05-29 19:37:17.425726 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-05-29 19:37:17.425726 ; CLI            ; Debug       ; CLI action returned exit code: 0 [648 ms]
