2025-05-29 19:24:54.372818 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-29 19-24-54.txt'. [1.18 ms]
2025-05-29 19:24:54.866197 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Buffers.dll version: 4.6.26515.06
2025-05-29 19:24:54.866197 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Buffers.4.0.3.0\System.Buffers.dll version: 4.6.28619.01
2025-05-29 19:24:54.867200 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Memory exists 
2025-05-29 19:24:54.867200 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Memory.dll version: 4.6.27617.02
2025-05-29 19:24:54.867200 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Memory.4.0.1.1\System.Memory.dll version: 4.6.28619.01
2025-05-29 19:24:54.868203 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Runtime.CompilerServices.Unsafe exists 
2025-05-29 19:24:54.868203 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.19.46214
2025-05-29 19:24:54.868203 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Runtime.CompilerServices.Unsafe.4.0.6.0\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.20.12001
2025-05-29 19:24:54.869206 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Encodings.Web exists 
2025-05-29 19:24:54.869206 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Encodings.Web.dll version: 4.700.19.46214
2025-05-29 19:24:54.869206 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Encodings.Web.4.0.5.1\System.Text.Encodings.Web.dll version: 4.700.21.11602
2025-05-29 19:24:54.870307 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Json exists 
2025-05-29 19:24:54.870307 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Json.dll version: 4.700.19.46214
2025-05-29 19:24:54.870307 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Json.4.0.1.2\System.Text.Json.dll version: 4.700.20.21406
2025-05-29 19:24:54.870812 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Threading.Tasks.Extensions exists 
2025-05-29 19:24:54.870812 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Threading.Tasks.Extensions.dll version: 4.6.27129.04
2025-05-29 19:24:54.870812 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Threading.Tasks.Extensions.4.2.0.1\System.Threading.Tasks.Extensions.dll version: 4.6.28619.01
2025-05-29 19:24:54.876837 ; Searcher       ; Debug       ; Ordered 39 assemblies according to references. [12.9 ms]
2025-05-29 19:24:54.933499 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-05-29 19:24:54.933499 ; Package        ; Information ; Satisfying assembly reference to System.Text.Json by adding dependency on package OpenTAP
2025-05-29 19:24:54.933499 ; Package        ; Warning     ; Version of System.Text.Json in OpenTAP is different from the version referenced in this package (4.0.0.0 vs 4.0.1.2).
2025-05-29 19:24:54.933499 ; Package        ; Warning     ; Consider changing your version of System.Text.Json to 4.0.1.2 to match that in OpenTAP.
2025-05-29 19:24:54.933499 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-05-29 19:24:54.933499 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.1+49587562
2025-05-29 19:24:54.940830 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\cesar\AppData\Local\Temp\xysby5s3.lqy'
2025-05-29 19:24:54.943865 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [1.15 ms]
2025-05-29 19:24:54.949002 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-05-29 19:24:55.350580 ; Package        ; Information ; Updated assembly version info using Mono method. [407 ms]
2025-05-29 19:24:55.355567 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-05-29 19:24:55.357563 ; Package        ; Information ; Package action IncludePackageDependencies completed [1.92 ms]
2025-05-29 19:24:55.427071 ; Package        ; Information ; Package action FileHashPackageAction completed [69.4 ms]
2025-05-29 19:24:55.427071 ; Package        ; Information ; Creating OpenTAP package.
2025-05-29 19:24:55.441113 ; Package        ; Debug       ; Compressed 'C:\Users\cesar\AppData\Local\Temp\xysby5s3.lqy\Versioned\BT2202a.dll' [9.77 ms]
2025-05-29 19:24:55.489491 ; Package        ; Debug       ; Verifying package integrity...
2025-05-29 19:24:55.510626 ; Package        ; Debug       ; Verified metadata integrity. [21.1 ms]
2025-05-29 19:24:55.510626 ; Package        ; Debug       ; Verified archive integrity. [21.3 ms]
2025-05-29 19:24:55.512621 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-05-29 19:24:55.515041 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-05-29 19:24:55.515041 ; CLI            ; Debug       ; CLI action returned exit code: 0 [688 ms]
