2025-05-29 19:07:38.195755 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-29 19-07-38.txt'. [1.65 ms]
2025-05-29 19:07:38.538859 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.41 ms]
2025-05-29 19:07:38.581891 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-05-29 19-07-38.txt'. [43.8 ms]
2025-05-29 19:07:38.595404 ; AssemblyData   ; Debug       ; Loaded mscorlib. [400 ns]
2025-05-29 19:07:38.687497 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-05-29 19:07:38.698539 ; VariableExpander ; Debug       ; Initialized variable expander:
2025-05-29 19:07:38.703515 ; Installation   ; Debug       ; BT2202a                  - 0.2.0-alpha
2025-05-29 19:07:38.703515 ; Installation   ; Debug       ; OpenTAP                  - 9.27.1+49587562
2025-05-29 19:07:38.703515 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
2025-05-29 19:07:38.708550 ; Package        ; Debug       ; Package preprocessing completed. [12.1 ms]
2025-05-29 19:07:38.713112 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-05-29 19:07:38.724848 ; Searcher       ; Warning     ; Multiple assemblies of different versions named Microsoft.Bcl.AsyncInterfaces exists 
2025-05-29 19:07:38.724848 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.46214
2025-05-29 19:07:38.724848 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Microsoft.Bcl.AsyncInterfaces.1.0.0.0\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.56404
2025-05-29 19:07:38.725850 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Buffers exists 
2025-05-29 19:07:38.725850 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Buffers.dll version: 4.6.26515.06
2025-05-29 19:07:38.725850 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Buffers.4.0.3.0\System.Buffers.dll version: 4.6.28619.01
2025-05-29 19:07:38.726851 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Memory exists 
2025-05-29 19:07:38.726851 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Memory.dll version: 4.6.27617.02
2025-05-29 19:07:38.726851 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Memory.4.0.1.1\System.Memory.dll version: 4.6.28619.01
2025-05-29 19:07:38.727852 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Runtime.CompilerServices.Unsafe exists 
2025-05-29 19:07:38.727852 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.19.46214
2025-05-29 19:07:38.727852 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Runtime.CompilerServices.Unsafe.4.0.6.0\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.20.12001
2025-05-29 19:07:38.728868 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Encodings.Web exists 
2025-05-29 19:07:38.728868 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Encodings.Web.dll version: 4.700.19.46214
2025-05-29 19:07:38.728868 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Encodings.Web.4.0.5.1\System.Text.Encodings.Web.dll version: 4.700.21.11602
2025-05-29 19:07:38.728868 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Json exists 
2025-05-29 19:07:38.730188 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Json.dll version: 4.700.19.46214
2025-05-29 19:07:38.730188 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Json.4.0.1.2\System.Text.Json.dll version: 4.700.20.21406
2025-05-29 19:07:38.730188 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Threading.Tasks.Extensions exists 
2025-05-29 19:07:38.731190 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Threading.Tasks.Extensions.dll version: 4.6.27129.04
2025-05-29 19:07:38.731190 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Threading.Tasks.Extensions.4.2.0.1\System.Threading.Tasks.Extensions.dll version: 4.6.28619.01
2025-05-29 19:07:38.737751 ; Searcher       ; Debug       ; Ordered 39 assemblies according to references. [13.6 ms]
2025-05-29 19:07:38.791150 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-05-29 19:07:38.791150 ; Package        ; Information ; Satisfying assembly reference to System.Text.Json by adding dependency on package OpenTAP
2025-05-29 19:07:38.791150 ; Package        ; Warning     ; Version of System.Text.Json in OpenTAP is different from the version referenced in this package (4.0.0.0 vs 4.0.1.2).
2025-05-29 19:07:38.791150 ; Package        ; Warning     ; Consider changing your version of System.Text.Json to 4.0.1.2 to match that in OpenTAP.
2025-05-29 19:07:38.791150 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-05-29 19:07:38.791150 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.1+49587562
2025-05-29 19:07:38.798131 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\cesar\AppData\Local\Temp\upb53m1m.snk'
2025-05-29 19:07:38.801253 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [989 us]
2025-05-29 19:07:38.803590 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-05-29 19:07:39.204634 ; Package        ; Information ; Updated assembly version info using Mono method. [404 ms]
2025-05-29 19:07:39.208801 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-05-29 19:07:39.211197 ; Package        ; Information ; Package action IncludePackageDependencies completed [1.97 ms]
2025-05-29 19:07:39.283487 ; Package        ; Information ; Package action FileHashPackageAction completed [72.5 ms]
2025-05-29 19:07:39.283487 ; Package        ; Information ; Creating OpenTAP package.
2025-05-29 19:07:39.297740 ; Package        ; Debug       ; Compressed 'C:\Users\cesar\AppData\Local\Temp\upb53m1m.snk\Versioned\BT2202a.dll' [10.0 ms]
2025-05-29 19:07:39.346014 ; Package        ; Debug       ; Verifying package integrity...
2025-05-29 19:07:39.365749 ; Package        ; Debug       ; Verified metadata integrity. [19.6 ms]
2025-05-29 19:07:39.365749 ; Package        ; Debug       ; Verified archive integrity. [19.8 ms]
2025-05-29 19:07:39.368016 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-05-29 19:07:39.369040 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-05-29 19:07:39.369040 ; CLI            ; Debug       ; CLI action returned exit code: 0 [682 ms]
