2025-04-24 16:49:19.069706 ; Session        ; Debug       ; Session log loaded as 'C:\Users\ociya\Source\Repos\BT2202A_Plugin\YushiProject\bin\Release\SessionLogs\tap 2025-04-24 16-49-18.txt'. [1.89 ms]
2025-04-24 16:49:24.236520 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-04-24 16:49:24.236520 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.26.1+3d268116
2025-04-24 16:49:24.247064 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\ociya\AppData\Local\Temp\py2ycpn1.ey2'
2025-04-24 16:49:24.252329 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [1.34 ms]
2025-04-24 16:49:24.255406 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\ociya\Source\Repos\BT2202A_Plugin\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-04-24 16:49:24.701911 ; Package        ; Information ; Updated assembly version info using Mono method. [450 ms]
2025-04-24 16:49:24.707094 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-04-24 16:49:24.710091 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.96 ms]
2025-04-24 16:49:24.828523 ; Package        ; Information ; Package action FileHashPackageAction completed [118 ms]
2025-04-24 16:49:24.829818 ; Package        ; Information ; Creating OpenTAP package.
2025-04-24 16:49:24.843217 ; Package        ; Debug       ; Compressed 'C:\Users\ociya\AppData\Local\Temp\py2ycpn1.ey2\Versioned\BT2202a.dll' [11.7 ms]
2025-04-24 16:49:24.849216 ; Package        ; Debug       ; Verifying package integrity...
2025-04-24 16:49:24.862540 ; Package        ; Debug       ; Verified metadata integrity. [13.0 ms]
2025-04-24 16:49:24.862540 ; Package        ; Debug       ; Verified archive integrity. [13.4 ms]
2025-04-24 16:49:24.865543 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-04-24 16:49:24.866762 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\ociya\Source\Repos\BT2202A_Plugin\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-04-24 16:49:24.866762 ; CLI            ; Debug       ; CLI action returned exit code: 0 [4.22 s]
