2025-05-29 19:18:27.936915 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-29 19-18-27.txt'. [1.14 ms]
2025-05-29 19:18:28.464607 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Runtime.CompilerServices.Unsafe.4.0.6.0\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.20.12001
2025-05-29 19:18:28.464607 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Encodings.Web exists 
2025-05-29 19:18:28.464607 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Encodings.Web.dll version: 4.700.19.46214
2025-05-29 19:18:28.465659 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Encodings.Web.4.0.5.1\System.Text.Encodings.Web.dll version: 4.700.21.11602
2025-05-29 19:18:28.465659 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Text.Json exists 
2025-05-29 19:18:28.465659 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Text.Json.dll version: 4.700.19.46214
2025-05-29 19:18:28.466659 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Json.4.0.1.2\System.Text.Json.dll version: 4.700.20.21406
2025-05-29 19:18:28.466659 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Threading.Tasks.Extensions exists 
2025-05-29 19:18:28.466659 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Threading.Tasks.Extensions.dll version: 4.6.27129.04
2025-05-29 19:18:28.466659 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Threading.Tasks.Extensions.4.2.0.1\System.Threading.Tasks.Extensions.dll version: 4.6.28619.01
2025-05-29 19:18:28.473225 ; Searcher       ; Debug       ; Ordered 39 assemblies according to references. [13.0 ms]
2025-05-29 19:18:28.525588 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-05-29 19:18:28.525588 ; Package        ; Information ; Satisfying assembly reference to System.Text.Json by adding dependency on package OpenTAP
2025-05-29 19:18:28.525588 ; Package        ; Warning     ; Version of System.Text.Json in OpenTAP is different from the version referenced in this package (4.0.0.0 vs 4.0.1.2).
2025-05-29 19:18:28.525588 ; Package        ; Warning     ; Consider changing your version of System.Text.Json to 4.0.1.2 to match that in OpenTAP.
2025-05-29 19:18:28.525588 ; Package        ; Information ; Satisfying assembly reference to System by adding dependency on package OpenTAP
2025-05-29 19:18:28.525588 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.1+49587562
2025-05-29 19:18:28.531736 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\cesar\AppData\Local\Temp\zvvdtlnb.t4d'
2025-05-29 19:18:28.534728 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [918 us]
2025-05-29 19:18:28.537042 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-05-29 19:18:28.902272 ; Package        ; Information ; Updated assembly version info using Mono method. [369 ms]
2025-05-29 19:18:28.906261 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-05-29 19:18:28.909253 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.13 ms]
2025-05-29 19:18:28.968711 ; Package        ; Information ; Package action FileHashPackageAction completed [59.8 ms]
2025-05-29 19:18:28.968711 ; Package        ; Information ; Creating OpenTAP package.
2025-05-29 19:18:28.982345 ; Package        ; Debug       ; Compressed 'C:\Users\cesar\AppData\Local\Temp\zvvdtlnb.t4d\Versioned\BT2202a.dll' [9.21 ms]
2025-05-29 19:18:29.031847 ; Package        ; Debug       ; Verifying package integrity...
2025-05-29 19:18:29.053048 ; Package        ; Debug       ; Verified metadata integrity. [19.9 ms]
2025-05-29 19:18:29.053048 ; Package        ; Debug       ; Verified archive integrity. [20.1 ms]
2025-05-29 19:18:29.055051 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-05-29 19:18:29.056084 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-05-29 19:18:29.056084 ; CLI            ; Debug       ; CLI action returned exit code: 0 [628 ms]
