2025-05-13 19:28:59.257731 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-13 19-28-58.txt'. [13.5 ms]
2025-05-13 19:29:00.080236 ; Searcher       ; Debug       ; Assembly 2: C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Text.Json.4.0.1.2\System.Text.Json.dll version: 4.700.20.21406
2025-05-13 19:29:00.082230 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Threading.Tasks.Extensions exists 
2025-05-13 19:29:00.083228 ; Searcher       ; Debug       ; Assembly 1: C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Threading.Tasks.Extensions.dll version: 4.6.27129.04
2025-05-13 19:29:00.084225 ; Searcher       ; Debug       ; Assembly 2: C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Threading.Tasks.Extensions.4.2.0.1\System.Threading.Tasks.Extensions.dll version: 4.6.28619.01
2025-05-13 19:29:00.099185 ; Searcher       ; Debug       ; Ordered 39 assemblies according to references. [32.5 ms]
2025-05-13 19:29:00.182961 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-05-13 19:29:00.182961 ; Package        ; Information ; Satisfying assembly reference to System.Text.Json by adding dependency on package OpenTAP
2025-05-13 19:29:00.182961 ; Package        ; Warning     ; Version of System.Text.Json in OpenTAP is different from the version referenced in this package (4.0.0.0 vs 4.0.1.2).
2025-05-13 19:29:00.182961 ; Package        ; Warning     ; Consider changing your version of System.Text.Json to 4.0.1.2 to match that in OpenTAP.
2025-05-13 19:29:00.182961 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.26.1+3d268116
2025-05-13 19:29:00.193932 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\marsa\AppData\Local\Temp\fmzq1hyp.pq4'
2025-05-13 19:29:00.198919 ; Package        ; Debug       ; Updating version info for 'BT2202a.dll' [1.41 ms]
2025-05-13 19:29:00.203905 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-05-13 19:29:00.806295 ; Package        ; Information ; Updated assembly version info using Mono method. [608 ms]
2025-05-13 19:29:00.813277 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-05-13 19:29:00.816268 ; Package        ; Information ; Package action IncludePackageDependencies completed [3.18 ms]
2025-05-13 19:29:00.907025 ; Package        ; Information ; Package action FileHashPackageAction completed [90.5 ms]
2025-05-13 19:29:00.907025 ; Package        ; Information ; Creating OpenTAP package.
2025-05-13 19:29:00.928967 ; Package        ; Debug       ; Compressed 'C:\Users\marsa\AppData\Local\Temp\fmzq1hyp.pq4\Versioned\BT2202a.dll' [15.1 ms]
2025-05-13 19:29:01.003767 ; Package        ; Debug       ; Verifying package integrity...
2025-05-13 19:29:01.035682 ; Package        ; Debug       ; Verified metadata integrity. [32.0 ms]
2025-05-13 19:29:01.036679 ; Package        ; Debug       ; Verified archive integrity. [32.5 ms]
2025-05-13 19:29:01.040669 ; PackageAction  ; Information ; OpenTAP plugin package 'BT2202a.0.2.0-alpha.TapPackage' containing 'BT2202a' successfully created.
2025-05-13 19:29:01.046652 ; PackageAction  ; Information ; Installed 'BT2202a' (C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Packages\BT2202a\package.xml)
2025-05-13 19:29:01.046652 ; CLI            ; Debug       ; CLI action returned exit code: 0 [1.06 s]
