2025-05-13 19:54:09.858014 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-13 19-54-09.txt'. [1.77 ms]
2025-05-13 19:54:10.538196 ; tap            ; Information ;    download        Download one or more packages.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    install         Install one or more packages.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    list            List locally installed packages and browse the online package repository.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    show            Show information about a package.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    test            Run tests on one or more packages.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    uninstall       Uninstall one or more packages.
2025-05-13 19:54:10.538196 ; tap            ; Information ;    verify          Verify the integrity of one or all installed packages by checking their fingerprints.
2025-05-13 19:54:10.538196 ; tap            ; Information ; sdk                
2025-05-13 19:54:10.538196 ; tap            ; Information ;    gitversion      Calculate the semantic version number for a specific git commit.
2025-05-13 19:54:10.538196 ; tap            ; Information ; image              
2025-05-13 19:54:10.538196 ; tap            ; Information ;    install         Install the specified image, overwriting the existing installation.
2025-05-13 19:54:10.538196 ; tap            ; Information ; Run "tap.exe <command> [<subcommand(s)>] -h" to get additional help for a specific command.
2025-05-13 19:54:10.605017 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2025-05-13 19:54:10.859338 ; Installation   ; Debug       ; BT2202a                  - 0.2.0-alpha
2025-05-13 19:54:10.859338 ; Installation   ; Debug       ; OpenTAP                  - 9.26.1+3d268116
2025-05-13 19:54:10.859338 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
